STATE,CITY,AREA,CRAWL DATE, HOTEL RATING,SPECIAL ADDED VALUE,HOTELS LOCATION RATING,EXCELLENT EXPERIENCE REPORTED BY VISITORS,AVERAGE EXPERIENCE REPORTED BY VISITOR,POOR EXPERIENCE REPORTED BY VISITORS,TERRIBLE EXPERIENCE REPROTED BY VISITOR,PROPERTY TYPE,QUERY DATE,QUERY TIME,RATING BASED ON VALUE FOR MONEY,RATING BASED ON FOOD,APPROVAL RATING
Uttrakhand,Mussoorie,"Kulri, The Mall",27-06-2016,3,no,4,22,19,19,7,Hotel,27-06-2016,6.45.34 AM,3.6,2.9,56.625
Uttarachal,Ranikhet,Majkhali,27-06-2016,3,no,4.6,20,3,4,0,Hotel,27-06-2016,6.45.34 AM,4.4,1.8,56.75
Himachal Pradesh,Dalhousie,Bus Stand,27-06-2016,2,no,4.5,11,5,2,0,Hotel,27-06-2016,6.45.34 AM,4.2,2.9,62.625
HP,Dalhousie,Gandhi Chowk,27-06-2016,2,no,4,7,5,4,4,Hotel,27-06-2016,6.45.34 AM,3.5,2.6,53.25
Uttrakhand,Nainital,Pangot,27-06-2016,3,no,3.9,3,3,5,1,Hotel,27-06-2016,6.45.34 AM,3.5,1.9,49.875
Punjab,Chandigarh,"Chandigarh Bus Station, Sector 43",27-06-2016,3,no,4.3,23,18,6,3,Hotel,27-06-2016,6.45.34 AM,3.9,3.2,62
Himachal Pradesh,Manali,Naggar Road,27-06-2016,4,no,3.6,21,12,13,8,Hotel,27-06-2016,6.45.34 AM,3.7,2.6,55.25
Chandigarh,Chandigarh,Sector 17C Chandigarh,27-06-2016,3,no,4.7,20,15,20,3,Hotel,27-06-2016,6.45.34 AM,3.5,2.8,58
Punjab,Chandigarh,Sector 17 A Chandigarh,27-06-2016,5,no,4.9,30,4,1,0,Hotel,27-06-2016,6.45.34 AM,4.6,3.9,73.375
Himachal Pradesh,Manali,Club House Road,27-06-2016,3,yes,4.4,30,26,11,7,Hotel,27-06-2016,6.45.34 AM,4.1,2.9,61.125
Punjab,Chandigarh,Industrial Area Phase 2,27-06-2016,3,no,4.4,13,1,1,1,Hotel,27-06-2016,6.45.34 AM,4.2,4.5,71.625
Punjab,Amritsar,Golden Temple,27-06-2016,2,yes,3.8,5,2,4,3,Hotel,27-06-2016,6.45.34 AM,3.6,3,57.25
Punjab,Chandigarh,Industrial Area Phase - 1,27-06-2016,3,no,4.1,79,39,11,4,Hotel,27-06-2016,6.45.34 AM,4.2,3.6,66
Chandigarh,Chandigarh,Zirakpur,27-06-2016,3,no,4,44,32,21,6,Hotel,27-06-2016,6.45.34 AM,3.7,3.3,59.625
Punjab,Chandigarh,Industrial Area Phase - 1,27-06-2016,4,no,4.2,77,37,8,5,Hotel,27-06-2016,6.45.34 AM,4.2,3.5,66.375
Himachal Pradesh,Manali,Rangri,27-06-2016,2,no,3.7,4,5,4,3,Cottage,27-06-2016,6.45.34 AM,3.6,3.6,58
Himachal Pradesh,Manali,Loghut Road,27-06-2016,2,yes,4.1,7,2,4,1,Cottage,27-06-2016,6.45.34 AM,3.9,3.2,60
Uttrakhand,Mussoorie,"Kulri, The Mall",27-06-2016,2,no,4.6,31,14,12,3,Hotel,27-06-2016,6.45.34 AM,4.2,2.3,59.375
Punjab,Chandigarh,Sector 17 Chandigarh,27-06-2016,5,no,4.8,78,10,7,0,Hotel,27-06-2016,6.45.34 AM,4.5,3.3,68.625
Punjab,Chandigarh,Industrial Area Phase 2,27-06-2016,4,no,4.3,126,49,29,12,Hotel,27-06-2016,6.45.34 AM,3.9,2.8,60
Punjab,Chandigarh,Tribune Chowk,27-06-2016,4,no,4.4,45,17,25,3,Hotel,27-06-2016,6.45.34 AM,3.9,2.6,59.25
Punjab,Chandigarh,Zirakpur,27-06-2016,3,no,4.4,106,26,11,4,Hotel,27-06-2016,6.45.34 AM,4.2,3.2,65.5
Himachal Pradesh,Manali,NH 21,27-06-2016,3,no,3.8,6,4,11,5,Hotel,27-06-2016,6.45.34 AM,2.8,1.7,44.125
Uttarakhand,Mussoorie,Mussoorie Library Bus Stand,27-06-2016,2,no,4.7,6,4,1,0,Hotel,27-06-2016,6.45.34 AM,4.2,1.9,57.875
Uttrakhand,Nainital,Sattal,27-06-2016,4,no,4.1,14,2,3,0,Hotel,27-06-2016,6.45.34 AM,4.3,2.8,58.5
Punjab,Chandigarh,Zirakpur,27-06-2016,3,no,4.3,17,6,3,0,Hotel,27-06-2016,6.45.34 AM,4,3.7,65.125
Punjab,Chandigarh,Industrial Area Phase 2,27-06-2016,4,no,4.5,121,50,35,5,Hotel,27-06-2016,6.45.34 AM,4,2.8,62
Himachal Pradesh,Manali,"Naggar Road, Left Bank",27-06-2016,4,no,4.8,6,1,0,0,Hotel,27-06-2016,6.45.34 AM,4.9,1.8,59.75
Himachal Pradesh,Manali,Hadimba Road,27-06-2016,3,yes,3.6,4,3,7,2,Hotel,27-06-2016,6.45.34 AM,2.9,2.1,44.125
Punjab,Amritsar,Golden Temple,27-06-2016,3,no,4.2,3,2,3,0,Hotel,27-06-2016,6.45.34 AM,3.6,2.1,52.625
Punjab,Chandigarh,Panchkula,27-06-2016,1,no,4.8,3,1,1,0,Hotel,27-06-2016,6.45.34 AM,4.2,3,63.75
Uttrakhand,Ranikhet,Majkhali,27-06-2016,3,no,4,2,0,1,0,Hotel,27-06-2016,6.45.34 AM,4,1.7,50.625
punjab,Amritsar,Golden Temple,27-06-2016,3,no,4.2,12,6,4,0,Hotel,27-06-2016,6.45.34 AM,3.9,2.2,54.75
Himachal Pradesh,Manali,Simsa,27-06-2016,3,no,4,0,0,0,0,Hotel,27-06-2016,6.45.34 AM,4,5,71.25
Himachal Pradesh,Manali,Rangri,27-06-2016,3,no,3.9,16,5,14,6,Hotel,27-06-2016,6.45.34 AM,3.4,2.4,52
Punjab,Chandigarh,Kalka Shimla Highway,27-06-2016,4,no,3.8,21,8,24,4,Hotel,27-06-2016,6.45.34 AM,3.5,1.6,47
Punjab,Amritsar,Golden Temple,27-06-2016,2,yes,5,2,0,0,0,Hotel,27-06-2016,6.45.34 AM,5,2.5,65.625
Uttarakhand,Mussoorie,Mall Road,27-06-2016,4,no,4.1,3,5,1,3,Hotel,27-06-2016,6.45.34 AM,4,2.7,57.375
Himachal Pradesh,Shimla,Bharari Road,27-06-2016,5,no,4.3,57,18,5,2,Hotel,27-06-2016,6.45.34 AM,4.4,3.8,69.75
Haryana,New Delhi And NCR,Gurgaon,27-06-2016,4,no,4,9,3,3,2,Hotel,27-06-2016,6.45.34 AM,3.9,3,58.25
Uttrakhand,Nainital,Mallital,27-06-2016,4,no,4.3,38,8,4,0,Hotel,27-06-2016,6.45.34 AM,4.5,3.9,69.375
Himachal Pradesh,Shimla,Mashobra,27-06-2016,4,no,4.3,18,3,1,0,Hotel,27-06-2016,6.45.34 AM,4.5,3.4,67.25
Rajasthan,Jaipur,Bani Park,27-06-2016,3,no,4.2,48,23,8,1,Hotel,27-06-2016,6.45.34 AM,4.3,3.9,68.875
Uttarakhand,Mussoorie,Kempty Fall,27-06-2016,1,no,3.8,2,1,1,0,Hotel,27-06-2016,6.45.34 AM,4,5,65.25
Himachal Pradesh,Kasauli,Dharampur Kasauli Road,27-06-2016,3,no,4.5,27,12,0,0,Hotel,27-06-2016,6.45.34 AM,4.5,3.3,67.125
Haryana,New Delhi And NCR,Gurgaon,27-06-2016,4,no,4.6,15,6,1,0,Hotel,27-06-2016,6.45.34 AM,4.4,2.5,64.125
Uttaranchal,Mussoorie,Picture Palace Road,27-06-2016,3,no,4,3,2,2,0,Hotel,27-06-2016,6.45.34 AM,4,2.5,60.125
Delhi,New Delhi And NCR,Gurgaon,27-06-2016,4,no,4.3,8,2,3,0,Hotel,27-06-2016,6.45.34 AM,4.1,3.8,65.75
Uttrakhand,Mussoorie,Company Bagh,27-06-2016,4,no,4.6,9,1,0,0,Hotel,27-06-2016,6.45.34 AM,4.9,3.2,71
Uttrakhand,Haridwar,"Haridwar Laltarow Pull, Railway Road",04-09-2016,2,yes,4.4,46,12,15,3,Hotel,04-09-2016,1.07.30 PM,4.2,2.5,65.625
Punjab,Bhatinda,The Mall,04-09-2016,2,no,4.5,2,0,0,1,Hotel,04-09-2016,1.07.30 PM,3.8,2.2,61.75
Gujarat,Gandhidham,Galpadar,04-09-2016,4,no,4.5,18,5,2,0,Hotel,04-09-2016,1.07.30 PM,3.8,1.9,65.875
Uttarakhand,Haridwar,Rajputna,04-09-2016,4,no,4,103,17,5,0,Hotel,04-09-2016,1.07.30 PM,4.6,2.9,69.625
Uttarkhand,Dehradun,Raja Road,04-09-2016,2,no,3.8,3,0,2,0,Hotel,04-09-2016,1.07.30 PM,3,2.2,56.75
Uttrakhand,Haridwar,Mayapur,04-09-2016,3,no,4.2,2,1,1,0,Hotel,04-09-2016,1.07.30 PM,3.8,2.8,57.5
Uttrakhand,Haridwar,Haridwar,04-09-2016,3,no,4.5,7,2,0,0,Hotel,04-09-2016,1.07.30 PM,4.2,1.6,65
Gujarat,Dwarika,Dwarkadhish Temple,04-09-2016,3,no,4.7,81,37,15,2,Hotel,04-09-2016,1.07.30 PM,4.2,2.1,67.625
Uttaranchal,Haridwar,Bhupatwala Chowk,04-09-2016,3,yes,3.8,147,28,6,1,Hotel,04-09-2016,1.07.30 PM,4.6,3.4,69.25
Uttaranchal,Haridwar,Haridwar Railway Road,04-09-2016,2,no,4.6,9,10,9,1,Hotel,04-09-2016,1.07.30 PM,3.2,1.5,58.375
Sikkim,Gangtok,Tadong,04-09-2016,3,no,4.5,1,0,0,0,Hotel,04-09-2016,1.07.30 PM,4.5,2,70
Madhya Pradesh,Guna,Guna,04-09-2016,1,no,4.8,4,0,0,0,Hotel,04-09-2016,1.07.30 PM,5,2.5,77.125
Maharashtra,Gondia,Rail Toly,04-09-2016,1,no,3.3,3,0,0,0,Hotel,04-09-2016,1.07.30 PM,3.3,3.3,62.125
Himachal Pradesh,Dharamshala,Mcleodganj,04-09-2016,3,no,1.2,41,26,5,4,Hotel,04-09-2016,1.07.30 PM,1.2,2.2,31.75
Madhya Pradesh,Bhopal,M.P Nagar,04-09-2016,3,no,3.7,0,0,2,1,Hotel,04-09-2016,1.07.30 PM,2,2.3,41.375
Uttarakhand,Haridwar,Sarvan Nath Nagar,04-09-2016,2,no,3.1,1,1,3,2,Hotel,04-09-2016,1.07.30 PM,2.7,2.6,45.75
kerala,Cochin,Cherai Beach Road,04-09-2016,4,no,3.1,10,9,3,0,Hotel,04-09-2016,1.07.30 PM,4.1,3.7,62.625
Karnataka,Bellary,New Trunk Rd,04-09-2016,2,no,4.6,17,5,6,0,Hotel,04-09-2016,1.07.30 PM,3.8,2.7,65.375
Uttar Pardesh,Allahabad,Civil Lines,04-09-2016,3,no,4.2,8,7,8,0,Hotel,04-09-2016,1.07.30 PM,3.7,2.4,59.5
Himachal Pradesh,Chail,Kandaghat-Chail Road,04-09-2016,2,no,4.6,53,10,5,3,Hotel,04-09-2016,1.07.30 PM,4.4,2,67.5
Odisha,Bhubaneshwar,Jaydev Vihar,04-09-2016,3,no,4.5,7,1,2,0,Hotel,04-09-2016,1.07.30 PM,4.2,2.7,64.375
Uttranchal,Haridwar,SIDCUL,04-09-2016,4,no,4.6,18,4,2,0,Hotel,04-09-2016,1.07.30 PM,4.3,3.1,70.375
Karnataka,Coorg,Kodagu,04-09-2016,4,no,3.2,6,2,0,0,Hotel,04-09-2016,4.00.39 AM,3.1,3.4,56.25
Tamil Nadu,Coimbatore,Avinashi Road,04-09-2016,3,no,4.5,36,10,6,3,Hotel,04-09-2016,4.00.39 AM,4.1,2,66
Gujarat,Dwarika,Dwarkadhish Temple,04-09-2016,3,no,0,2,0,1,0,Hotel,04-09-2016,4.00.39 AM,0,3.3,24.125
Union TerretoryDaman,Daman,Seaface Road,04-09-2016,2,no,4.2,30,15,6,1,Hotel,04-09-2016,4.00.39 AM,4,2.3,64.375
Tamilnadu,Coonoor,Bedford,04-09-2016,1,no,3.8,5,4,3,1,Hotel,04-09-2016,4.00.39 AM,3.4,2.8,57.5
West Bengal,Darjeeling,Chowrasta,04-09-2016,4,no,4.3,11,4,1,2,Hotel,04-09-2016,4.00.39 AM,3.9,3,66.25
Union Territory,Diu,Telephone Exchange Colony,04-09-2016,1,no,4.2,12,2,2,0,Hotel,04-09-2016,4.00.39 AM,4.4,2.9,69.625
Himachal Pradesh,Dharamshala,Mcleodganj,04-09-2016,4,no,4.3,15,8,5,0,Hotel,04-09-2016,4.00.39 AM,4.1,2.5,66.125
Andhra Pradesh,Hyderabad,Hi Tech City,26-06-2016,5,no,4.3,13,3,2,0,Hotel,26-06-2016,7.34.15 AM,4.5,3.6,69.5
Madhya Pradesh,Indore,Khandwa Road,26-06-2016,3,no,3.3,6,6,2,4,Hotel,26-06-2016,7.34.15 AM,3.5,3.5,56.375
Rajasthan,Jaisalmer,Gandhi Nagar,26-06-2016,3,no,3.1,5,6,3,1,Hotel,26-06-2016,7.34.15 AM,3.9,3.7,58.625
Andhra Pardesh,Hyderabad,Kachiguda,26-06-2016,1,no,4.1,6,6,4,2,Hotel,26-06-2016,7.34.15 AM,3.4,1.6,54
Madhya Pradesh,Indore,Indore Gangwal Bus Stand,26-06-2016,2,no,5,1,0,0,0,Hotel,26-06-2016,7.34.15 AM,5,0,70
Karnataka,Hospet,J. N. Road,26-06-2016,2,no,3.3,1,2,2,4,Hotel,26-06-2016,7.34.15 AM,2.6,1.7,41.125
Andhra Pradesh,Hyderabad,Nampally,26-06-2016,3,yes,4.2,62,42,17,10,Hotel,26-06-2016,7.34.15 AM,3.9,3.1,62.375
Andhra Pradesh,Hyderabad,Secundrabad,26-06-2016,4,no,4.7,38,5,1,1,Hotel,26-06-2016,7.34.15 AM,4.5,2.7,64.875
Andhra Pradesh,Hyderabad,Hi Trch City Kondapur,26-06-2016,2,yes,4.2,5,3,1,0,Hotel,26-06-2016,7.34.15 AM,4.3,3.6,65.5
Madhya Pradesh,Indore,Indore Gangwal Bus Stand,26-06-2016,1,no,4.5,0,0,2,0,Hotel,26-06-2016,7.34.15 AM,2.5,3.5,51.875
Madhya Pradesh,Indore,South Tukoganj,26-06-2016,4,no,4.7,88,8,4,0,Hotel,26-06-2016,7.34.15 AM,4.6,3.3,68.625
Madhya Pradesh,Jabalpur,Medical Garha,26-06-2016,4,no,5,3,0,0,0,Hotel,26-06-2016,7.34.15 AM,5,3.3,70.625
Andhra Pradesh,Hyderabad,LB Nagar,26-06-2016,2,no,4.2,2,4,1,2,Hotel,26-06-2016,7.34.15 AM,3.5,2.6,58.75
Karnataka,Hampi,Station Road,26-06-2016,4,no,4.3,104,32,2,1,Hotel,26-06-2016,7.34.15 AM,4.4,3.9,69.375
Telangana,Hyderabad,Hyderabad Nampally Railway Station,26-06-2016,3,no,4.9,13,2,1,0,Hotel,26-06-2016,7.34.15 AM,4.5,2.2,61.75
Andhra Pradesh,Hyderabad,Secundrabad,26-06-2016,4,no,4.4,73,70,23,2,Hotel,26-06-2016,7.34.15 AM,3.9,3,61.75
Andhra Pradesh,Hyderabad,Banjara Hills,26-06-2016,3,no,4.6,162,49,13,2,Hotel,26-06-2016,7.34.15 AM,4.2,3.3,67.125
Rajasthan,Jaisalmer,Hotel Complex,26-06-2016,4,no,3.8,12,9,4,1,Hotel,26-06-2016,7.34.15 AM,4.2,3.9,66.375
Karnataka,Hassan,Belur Road,26-06-2016,3,no,4.6,14,2,0,0,Hotel,26-06-2016,7.34.15 AM,4.6,3.6,70.5
Karnataka,Hampi,J.N. Road,26-06-2016,4,no,4.6,76,13,5,0,Hotel,26-06-2016,7.34.15 AM,4.5,4,71
Andhra Pradesh,Hyderabad,Nampally,26-06-2016,1,no,3.1,1,1,5,7,Hotel,26-06-2016,7.34.15 AM,1.9,1.9,36.875
Rajasthan,Jaisalmer,Dhibba Para,26-06-2016,2,no,4,8,4,3,0,Hotel,26-06-2016,7.34.15 AM,4.2,4,66.5
Maharastra,Nagpur,Dhantoli,28-08-2016,1,no,3.8,21,8,2,0,Hotel,28-08-2016,6.46.30 AM,4.3,3.4,67.75
Karnataka,Mysore,Ramanuja Road,28-08-2016,2,no,4.3,50,15,18,0,Hotel,28-08-2016,6.46.30 AM,4.1,1.9,64.375
Uttrakhand,Mussoorie,Spring Sterling Road,28-08-2016,3,yes,4.2,23,7,12,1,Hotel,28-08-2016,6.46.30 AM,3.8,1.6,61.5
Karnataka,Mysore,Jhansi Lakshimibai Road,28-08-2016,4,no,4.4,13,7,2,0,Hotel,28-08-2016,6.46.30 AM,4.3,4.1,70.625
Kerala,Munnar,Pothamedu,28-08-2016,3,no,4.8,27,6,0,0,Hotel,28-08-2016,6.46.30 AM,4.7,2.6,73.25
Uttrakhand,Nainital,Kathgodam,28-08-2016,3,no,3.8,12,8,6,1,Hotel,28-08-2016,6.46.30 AM,3.9,3.7,61.125
Kerala,Munnar,Munnar Town,28-08-2016,2,no,2.7,1,2,6,3,Hotel,28-08-2016,6.46.30 AM,3,1.2,45
Uttaranchal,Mussoorie,Mall Road,28-08-2016,3,no,4.7,128,28,4,0,Hotel,28-08-2016,6.46.30 AM,4.5,3.4,72.75
Uttarakhand,Nainital,Bhimtal,28-08-2016,3,no,4.4,25,14,11,1,Hotel,28-08-2016,6.46.30 AM,4.1,2.7,64.875
Uttaranchal,Nainital,Bhimtal,28-08-2016,2,no,4.2,1,2,2,0,Hotel,28-08-2016,6.46.30 AM,2.8,1.5,53.875
Uttrakhand,Mussoorie,Gandhi Chowk,28-08-2016,4,no,4.7,21,10,5,0,Hotel,28-08-2016,6.46.30 AM,4.1,2.5,68.125
Karnataka,Mysore,Siddalingapura,28-08-2016,2,no,4.1,5,2,1,0,Hotel,28-08-2016,6.46.30 AM,4.3,1.9,65.875
Uttrakhand,Mussoorie,"Kulri, The Mall",28-08-2016,3,no,4,23,23,24,4,Hotel,28-08-2016,6.46.30 AM,3.6,2.6,58.25
West Bengal,Mandarmoni,Mandarmani Beach,28-08-2016,2,no,4.6,20,9,7,1,Hotel,28-08-2016,6.46.30 AM,4,3.1,65.875
Uttarakhand,Nainital,Jeolikot,28-08-2016,1,no,2.5,0,1,0,3,Hotel,28-08-2016,6.46.30 AM,2,1.5,31.875
Himachal Pradesh,Manali,Log Huts Area,28-08-2016,2,no,2.5,0,0,1,1,Hotel,28-08-2016,6.46.30 AM,1.5,1.5,29.375
kerala,Munnar,Mangulam Road,28-08-2016,2,no,4.5,13,4,1,1,Hotel,28-08-2016,6.46.30 AM,4.3,3.4,66.25
Uttarakhand,Nainital,Mallital,28-08-2016,3,no,5,19,1,0,0,Hotel,28-08-2016,6.46.30 AM,4.8,3,77.25
Karnataka,Mysore,Srirangapatna,28-08-2016,2,no,4.3,3,2,2,1,Hotel,28-08-2016,6.46.30 AM,4,3.8,65.25
Karnataka,Mysore,Bangalore Rd,28-08-2016,3,no,4.3,94,32,10,5,Hotel,28-08-2016,6.46.30 AM,4.2,2.9,68.125
Maharashtra,Nagpur,Sitabuldi,28-08-2016,2,no,4,9,11,12,1,Hotel,28-08-2016,6.46.30 AM,3.6,1.2,53.5
Maharashtra,Nagpur,Central avenue,28-08-2016,2,no,4.2,9,9,5,5,Hotel,28-08-2016,6.46.30 AM,3.2,1.2,53.5
Uttaranchal,Nainital,Mallital,28-08-2016,2,no,2.8,1,3,3,1,Hotel,28-08-2016,6.46.30 AM,2.8,0.8,45
Karnataka,Mysore,Narayan Shastry Road,28-08-2016,2,yes,4.4,24,15,3,0,Hotel,28-08-2016,6.46.30 AM,4.2,3.1,67.875
kerala,Munnar,Nadayar Road,28-08-2016,1,no,3.5,4,8,9,3,Hotel,28-08-2016,6.46.30 AM,3.2,1.4,49.25
Karnataka,Mysore,Sri Harsha Road,28-08-2016,2,no,4.6,15,17,6,2,Hotel,28-08-2016,6.46.30 AM,3.8,3.2,62.5
Karnataka,Mysore,Yadavagiri,28-08-2016,2,no,5,6,0,0,0,Hotel,28-08-2016,6.46.30 AM,5,4,80
Maharashtra,Nagpur,Wardha Rd,28-08-2016,1,no,4.6,20,4,2,0,Hotel,28-08-2016,6.46.30 AM,4.3,1.8,69.75
Uttrakhand,Mussoorie,Mussoorie,28-08-2016,3,no,4.6,6,1,0,0,Hotel,28-08-2016,6.46.30 AM,4.6,1.4,72.25
Uttarakhand,Nainital,Ramgarh,28-08-2016,3,no,4,2,0,0,0,Hotel,28-08-2016,6.46.30 AM,4.7,4.7,72.875
Gujarat,Morbi,Lalpar,28-08-2016,4,no,4.9,22,2,1,0,Hotel,28-08-2016,6.46.30 AM,4.7,3.2,73.5
Karnataka,Mysore,Hunsur Road,28-08-2016,4,no,4.7,125,22,11,0,Hotel,28-08-2016,6.46.30 AM,4.4,3.1,69.375
Rajasthan,Mount Abu,Polo Ground,28-08-2016,1,no,4.5,46,31,17,5,Hotel,28-08-2016,6.46.30 AM,3.7,2.2,62.75
Kerala,Munnar,Marayoor P.O.,28-08-2016,1,no,2.5,3,4,4,2,Hotel,28-08-2016,6.46.30 AM,3.4,1.8,49.25
Uttarakhand,Nainital,Bhimtal,28-08-2016,4,no,4.5,24,6,6,1,Hotel,28-08-2016,6.46.30 AM,4.1,2.6,67.75
J and K,Katra,Katra Bus Stand,28-08-2016,2,no,4,1,3,1,1,Hotel,28-08-2016,5.55.08 AM,3.5,2.3,57.875
Tamil Nadu,Kanyakumari,Beach Road,28-08-2016,2,no,4.7,48,10,6,1,Hotel,28-08-2016,5.55.08 AM,4.3,2,70
Kerala,Kollam,Kollam Beach,28-08-2016,5,no,4.8,12,5,1,0,Hotel,28-08-2016,5.55.08 AM,4.5,3.3,68.625
Tamil Nadu,Kodaikanal,Lake Road,28-08-2016,3,no,4.6,58,6,2,0,Hotel,28-08-2016,5.55.08 AM,4.8,2.3,71.875
West Bengal,Kolkata,Airport Area,28-08-2016,3,no,4.7,24,7,5,0,Hotel,28-08-2016,5.55.08 AM,4.1,2.8,66
Himachal Pradesh,Manali,Rangri,28-08-2016,3,no,4.3,6,7,2,1,Hotel,28-08-2016,5.55.08 AM,3.7,2.5,61.625
Uttar Pradesh,Lucknow,Station Road,28-08-2016,3,yes,4,4,4,9,0,Hotel,28-08-2016,5.55.08 AM,3.4,3,57.25
Himachal Pradesh,Manali,Katrain,28-08-2016,1,no,5,3,0,0,0,Tree house,28-08-2016,5.55.08 AM,4.8,3.2,78
Kerala,Kollam,Beach Road,28-08-2016,4,no,3.9,4,1,1,2,Hotel,28-08-2016,5.55.08 AM,3.5,2.5,57.125
Tamilnadu,Mahabalipuram,Mahabalipuram,28-08-2016,1,no,4.4,14,6,3,0,Hotel,28-08-2016,5.55.08 AM,4.1,1.5,65.375
Himachal Pradesh,Manali,Mall Road,28-08-2016,2,yes,4,61,36,10,4,Hotel,28-08-2016,5.55.08 AM,4.3,2.4,64.5
Uttar Pradesh,Lucknow,Station Road,28-08-2016,2,no,4.9,11,0,0,0,Hotel,28-08-2016,5.55.08 AM,4.8,1.8,73.25
Himachal Pradesh,Manali,Aleo-Left Bank,28-08-2016,3,no,3.4,22,32,15,20,Hotel,28-08-2016,5.55.08 AM,3.6,3,54.75
Himachal Pradesh,Manali,Rangri,28-08-2016,3,yes,3.8,6,3,7,0,Hotel,28-08-2016,5.55.08 AM,3.7,2.6,58.75
Himachal Pradesh,Manali,Naggar Road,28-08-2016,5,no,4.8,17,2,1,0,Hotel,28-08-2016,5.55.08 AM,4.5,2.1,73.125
Uttar Pradesh,Lucknow,Faizabad Road,28-08-2016,3,no,3.4,4,7,7,4,Hotel,28-08-2016,5.55.08 AM,3.5,2.8,53.5
Tamil Nadu,Mahabalipuram,Ottawadai Street,28-08-2016,1,no,4.5,23,22,11,2,Hotel,28-08-2016,5.55.08 AM,3.8,2.3,61.875
Maharastra,Mahabaleshwar,Mahabaleshwar Panchgani Road,28-08-2016,1,no,2.9,0,0,6,7,Hotel,28-08-2016,5.55.08 AM,2,1.5,35.875
Punjab,Ludhiana,Bhadaur House,28-08-2016,1,no,4.7,0,1,0,0,Hotel,28-08-2016,5.55.08 AM,4.3,3.3,69.125
Punjab,Ludhiana,Ferozepur Road,28-08-2016,3,no,4.3,4,1,2,0,Hotel,28-08-2016,5.55.08 AM,3.6,1.9,61.375
Tamilnadu,Madurai,Goripayalam,28-08-2016,3,no,4.6,61,16,5,0,Hotel,28-08-2016,5.55.08 AM,4.4,2.2,68.75
Uttrakhand,Lansdowne,Dhora,28-08-2016,2,no,3.8,11,5,12,3,Hotel,28-08-2016,5.55.08 AM,3.7,2.9,57.125
Maharashtra,Mumbai,Andheri (East),18-07-2016,3,no,4.5,10,1,5,0,Hotel,18-07-2016,8.37.50 PM,4.2,1.6,62.5
Gujarat,Ahmedabad,Ahmedabad Airport Road,18-07-2016,4,no,3.9,2,4,5,0,Hotel,18-07-2016,8.37.50 PM,3.1,5,57.25
Odisha,Bhubaneshwar,Old Station Road,18-07-2016,1,no,4.5,13,7,2,2,Hotel,18-07-2016,8.37.50 PM,4.2,2.3,64.875
Gujarat,Ahmedabad,Lal darwaja,18-07-2016,1,no,4,0,1,0,0,Hotel,18-07-2016,8.37.50 PM,4.5,0,52.5
Gujarat,Ahmedabad,Ahmedabad Airport Circle,18-07-2016,3,no,4.4,6,12,10,4,Hotel,18-07-2016,8.37.50 PM,3.3,2.7,57.875
Punjab,Amritsar,Golden Temple,18-07-2016,1,no,4.5,8,19,3,1,Hotel,18-07-2016,8.37.50 PM,3.8,2,61.5
Madhya Pradesh,Bhopal,Near Arya Bhavan,18-07-2016,1,no,4.9,10,7,8,0,Hotel,18-07-2016,8.37.50 PM,3.8,2.3,62.875
Maharashtra,Mumbai,Marol Naka,18-07-2016,1,yes,5,1,0,0,0,Hotel,18-07-2016,8.37.50 PM,5,0,75
Uttar Pradesh,Agra,Taj Ganj,18-07-2016,1,no,4.6,1,5,2,1,Hotel,18-07-2016,8.37.50 PM,3.5,2.9,58.125
Maharashtra,Mumbai,South Mumbai,18-07-2016,2,no,4.2,0,3,1,0,Hotel,18-07-2016,8.37.50 PM,3.5,2.2,61.25
Uttar Pradesh,Agra,Agra Idgah Bus stand,18-07-2016,2,no,3.7,2,2,2,2,Hotel,18-07-2016,8.37.50 PM,3.2,2.3,52.875
Gujarat,Ahmedabad,Khanpur,18-07-2016,4,no,4.3,33,14,10,1,Hotel,18-07-2016,8.37.50 PM,4.2,2.8,64.5
Maharashtra,Mumbai,Andheri (East),18-07-2016,1,no,2.7,2,3,5,2,Hotel,18-07-2016,8.37.50 PM,3.1,2.5,47.125
Maharashtra,Mumbai,South Mumbai,18-07-2016,2,no,4.9,24,7,4,1,Hotel,18-07-2016,8.37.50 PM,4.4,2.7,71.875
Maharashtra,Mumbai,Andheri (East),18-07-2016,3,no,3.7,35,18,10,3,Hotel,18-07-2016,8.37.50 PM,4.3,3.3,65.125
Maharashtra,Mumbai,South Mumbai,18-07-2016,2,no,4.9,9,8,1,0,Hotel,18-07-2016,8.37.50 PM,4.3,2.9,71.125
Maharashtra,Mumbai,Thane,18-07-2016,1,yes,2.5,0,0,2,0,Hotel,18-07-2016,8.37.50 PM,3,1.5,41.875
Punjab,Amritsar,Golden Temple,18-07-2016,1,no,4.1,1,3,1,2,Hotel,18-07-2016,8.37.50 PM,3.6,3.7,60.125
Gujarat,Ahmedabad,Railway Station,18-07-2016,1,no,4.6,2,1,1,0,Hotel,18-07-2016,8.37.50 PM,4.6,1.2,65.5
Uttar Pradesh,Agra,Taj Mahal,18-07-2016,3,yes,3.9,76,71,64,20,Hotel,18-07-2016,8.37.50 PM,3.7,2.6,59.75
Gujarat,Ahmedabad,Ellisbridge,18-07-2016,3,no,4.2,1,2,0,0,Hotel,18-07-2016,8.37.50 PM,4.2,4,66
